,00display cabinet,01bathtub,02bed,03oven and stove,04toilet,05bathroom cabinet,06bed,07towel,08oven and stove,09box,10display cabinet,11towel,12cabinet,13washing machine,14wardrobe,15bathroom towel,16bed,17washing machine,18bathroom towel,19table
img0148,0.8393180966377258,0.8361331224441528,0.2813667058944702,0.7859756350517273,0.689542293548584,0.21619325876235962,0.49415361881256104,0.49063873291015625,0.43355679512023926,0.6425699591636658,0.5699803829193115,0.514191210269928,0.341605007648468,0.47641828656196594,0.48360931873321533,0.5860044956207275,0.405092716217041,0.815065860748291,0.7503978610038757,0.34700894355773926
img0149,0.5427945256233215,0.4002605080604553,0.3100951313972473,0.41253840923309326,0.5085890293121338,0.47297078371047974,0.5339364409446716,0.5394250750541687,0.42829057574272156,0.6614616513252258,0.5368378758430481,0.521086573600769,0.37944385409355164,0.4722592234611511,0.5955192446708679,0.7529756426811218,0.3444111943244934,0.5122588872909546,0.7529756426811218,0.42258065938949585
img0150,0.6194095015525818,0.5455403327941895,0.5639435648918152,0.5836960673332214,0.5548604726791382,0.7417133450508118,0.3853006958961487,0.7109903693199158,0.4965546727180481,0.5394712090492249,0.8907208442687988,0.9344645738601685,0.7586652040481567,0.7798007726669312,0.79839026927948,0.5863257050514221,0.6267380714416504,0.7988820672035217,0.5863266587257385,0.5931552648544312
img0151,0.5013912320137024,0.672758936882019,0.45666971802711487,0.7448813319206238,0.4592086374759674,0.6913485527038574,0.295675128698349,0.6055389642715454,0.4161710739135742,0.40839338302612305,0.7210789322853088,0.6642357110977173,0.6237561702728271,0.6195538640022278,0.6374355554580688,0.4104045629501343,0.6961290836334229,0.6640098690986633,0.4104045629501343,0.4283546209335327
img0152,0.5352916121482849,0.4800686240196228,0.6148717403411865,0.5211635828018188,0.4559100568294525,0.6610823273658752,0.2931286692619324,0.5997352600097656,0.05906496196985245,0.29014459252357483,0.7608559131622314,0.8022170066833496,0.5770097374916077,0.6047605872154236,0.6231921911239624,0.08115653693675995,0.6351416707038879,0.6136488318443298,0.5050969123840332,0.3445208966732025
img0153,0.5433817505836487,0.4953622817993164,0.6533986926078796,0.561653196811676,0.47806140780448914,0.6746699213981628,0.3065612316131592,0.6259796023368835,0.4594053626060486,0.45486918091773987,0.7259975075721741,0.6544045209884644,0.6536145806312561,0.5755646228790283,0.5934644341468811,0.49920448660850525,0.6721544861793518,0.6245168447494507,0.49920448660850525,0.34485435485839844
img0154,0.5650596022605896,0.49928542971611023,0.6646023392677307,0.5651471614837646,0.4960933327674866,0.6866376399993896,0.33622798323631287,0.6532614231109619,0.45661911368370056,0.46373260021209717,0.7308387160301208,0.6650022268295288,0.651522159576416,0.5543375015258789,0.6019284725189209,0.5279806852340698,0.6870198845863342,0.6305941939353943,0.5279806852340698,0.34594056010246277
img0155,0.6244458556175232,0.5066018104553223,0.445549339056015,0.5863751173019409,0.5407149791717529,0.7037354707717896,0.36662521958351135,0.637288510799408,0.48896390199661255,0.510736882686615,0.7817524075508118,0.7183959484100342,0.6041156649589539,0.5999920964241028,0.5796486139297485,0.612068772315979,0.18775278329849243,0.3430158197879791,0.07695561647415161,0.06193353980779648
img0156,0.4282323718070984,0.6202669143676758,0.44887906312942505,0.6634488105773926,0.3965928852558136,0.7002197504043579,0.6998293995857239,0.6282013654708862,0.45976579189300537,0.47171786427497864,0.7409042716026306,0.6707630157470703,0.6121894717216492,0.6027459502220154,0.5655746459960938,0.5315662026405334,0.16397425532341003,0.6131334900856018,0.3489611744880676,0.36344173550605774
img0157,0.5516932010650635,0.4927533268928528,0.49292051792144775,0.5716111063957214,0.48886677622795105,0.6940866112709045,0.3138234317302704,0.1418313980102539,0.12360448390245438,0.11432124674320221,0.2823610305786133,0.6539630889892578,0.6081080436706543,0.5701500177383423,0.553034782409668,0.5185070633888245,0.5165053606033325,0.12600833177566528,0.09002424031496048,0.07519863545894623
img0158,0.3032568693161011,0.4298096299171448,0.4235886335372925,0.4996914863586426,0.506925642490387,0.6555232405662537,0.33464422821998596,0.5289422869682312,0.4221207797527313,0.4927635192871094,0.7877830266952515,0.6353967785835266,0.62060546875,0.5247033834457397,0.5587508678436279,0.5375517010688782,0.4769105315208435,0.5446510314941406,0.5375517010688782,0.40263277292251587
img0159,0.5869324803352356,0.44391268491744995,0.40765663981437683,0.4914933741092682,0.4642358124256134,0.680959165096283,0.30861034989356995,0.5471495389938354,0.4107415974140167,-0.0027798169758170843,0.7516419887542725,0.773801326751709,0.5592008829116821,0.50542151927948,0.5444738864898682,0.5050240755081177,0.45326000452041626,0.5185608267784119,0.5050240755081177,0.3976050913333893
img0160,0.5599932670593262,0.398832231760025,0.39459002017974854,0.4363471269607544,0.41264426708221436,0.645234227180481,0.2722349166870117,0.4878526031970978,0.360034704208374,0.42388829588890076,0.7456679940223694,0.6229119300842285,0.6422219276428223,0.4677436947822571,0.5340545773506165,0.43845134973526,0.44658637046813965,0.4645523428916931,0.43845134973526,0.40077918767929077
img0161,0.6767144799232483,0.5248576998710632,0.3995426595211029,0.5722165107727051,0.48314738273620605,0.6970210075378418,0.3424851596355438,0.6145427227020264,0.5187420845031738,0.5208501219749451,0.7672322392463684,0.681316614151001,0.3760524094104767,0.43175673484802246,0.27642694115638733,0.2958926558494568,0.4362120032310486,0.6216468214988708,0.6280949711799622,0.3913767635822296
img0162,0.6403641700744629,0.4798716604709625,0.407097190618515,0.4725840985774994,0.3946748673915863,0.6779401898384094,0.3232026696205139,0.5855357646942139,0.409438818693161,0.49671629071235657,0.7039341926574707,0.6517755389213562,0.5679677724838257,0.5466339588165283,0.38213229179382324,0.2611653208732605,0.7432929277420044,0.22713887691497803,0.5525643825531006,0.35131511092185974
img0163,0.6496537327766418,0.4651709794998169,0.38634416460990906,0.4765875041484833,0.41742968559265137,0.6658532023429871,0.3536924421787262,0.5924105644226074,0.4323814809322357,0.5425163507461548,0.724748432636261,0.6480115056037903,0.5522665977478027,0.5756121873855591,0.6290380358695984,0.6204164624214172,0.41843488812446594,0.5697716474533081,0.6204164624214172,0.3646228015422821
img0164,0.6172352433204651,0.48871204257011414,0.45026499032974243,0.4806362986564636,0.4027027487754822,0.6752074360847473,0.3005870282649994,0.6158509850502014,0.39029887318611145,0.13547135889530182,0.6459980010986328,0.7052431106567383,0.5203055143356323,0.5760357975959778,0.5144335031509399,0.3259151577949524,0.7450978755950928,0.6212065815925598,0.3259158134460449,0.3163878917694092
img0165,0.5123708844184875,0.7346891164779663,0.16546665132045746,0.5110709071159363,0.4547908306121826,0.6826224327087402,0.3318558931350708,0.6152574419975281,0.42003321647644043,0.4918377995491028,0.7109116315841675,0.7021690607070923,0.6053674817085266,0.4930032789707184,0.6030593514442444,0.573400616645813,0.48734015226364136,0.5141704678535461,0.573400616645813,0.3959999680519104
img0166,0.6310312747955322,0.46257439255714417,0.4141952097415924,0.492428719997406,0.46431609988212585,0.6596651673316956,0.3703877925872803,0.5984323620796204,0.41411831974983215,0.49517297744750977,0.6970595717430115,0.6916555762290955,0.5683950781822205,0.5981655716896057,0.5979193449020386,0.4043571650981903,0.7011474370956421,0.6273629665374756,0.4043561518192291,0.40047958493232727
img0167,0.4922106862068176,0.6770486831665039,0.480758398771286,0.7315428853034973,0.41637590527534485,0.7947677373886108,0.7055791616439819,0.6693788766860962,0.4275609850883484,0.4438454508781433,0.6937384605407715,0.7092620134353638,0.5974884033203125,0.4657618999481201,0.5413392782211304,0.044925570487976074,0.7168557643890381,0.6614692807197571,0.3870846927165985,0.4008753299713135
img0168,0.5323995351791382,0.6943898797035217,0.37759217619895935,0.7469425201416016,0.5094071626663208,0.1652311235666275,0.3178578019142151,0.6109491586685181,0.4406341016292572,0.41116976737976074,0.632858395576477,0.7183611392974854,0.575147807598114,0.2129179835319519,0.6843671202659607,0.4385978579521179,0.6212210059165955,0.48935335874557495,0.5137748122215271,0.4014284312725067
img0169,0.5857287049293518,0.5064471960067749,0.4667590856552124,0.49399784207344055,0.39374876022338867,0.6770670413970947,0.21256940066814423,0.5856545567512512,0.5017850995063782,0.41413071751594543,0.6214675903320312,0.6896123290061951,0.6203370690345764,0.42937996983528137,0.5183497667312622,0.4397537410259247,0.46819084882736206,0.4641414284706116,0.06127436086535454,0.6146470308303833
img0170,0.7304592728614807,0.7276920080184937,0.14897476136684418,0.7858609557151794,0.7665026783943176,0.0928715318441391,0.25599798560142517,0.5846617817878723,0.38655921816825867,0.3403374254703522,0.6070874929428101,0.682404637336731,0.6050255298614502,0.4208562970161438,0.8690489530563354,0.713192343711853,0.3869844079017639,0.6210722923278809,0.713192343711853,0.7584972381591797
img0171,0.704095721244812,0.4894658327102661,0.4689691960811615,0.5166475176811218,0.38067805767059326,0.6629842519760132,0.2272443324327469,0.2244574874639511,0.5444539785385132,0.4346962869167328,0.9244667887687683,0.6646347045898438,0.5903485417366028,0.41265296936035156,0.47306445240974426,0.40831613540649414,0.4554588496685028,0.45988956093788147,0.40831613540649414,0.4091063439846039
img0172,0.6385942697525024,0.5298110246658325,0.4806387424468994,0.5110292434692383,0.4360590875148773,0.6892250776290894,0.3273859918117523,0.619772732257843,0.41981467604637146,0.13192783296108246,0.8882046341896057,0.9180620312690735,0.7377151250839233,0.417730450630188,0.5397710204124451,0.5210222601890564,0.5258679389953613,0.45645755529403687,0.5210222601890564,0.47883179783821106
img0173,0.7039902210235596,0.7391658425331116,0.23937475681304932,0.8441178202629089,0.6508899927139282,0.9217891693115234,0.6663988828659058,0.571147620677948,0.4025507867336273,0.3429156541824341,0.575617790222168,0.6645752191543579,0.5904977321624756,0.6854461431503296,0.8677481412887573,0.621841311454773,0.051017988473176956,0.45985010266304016,0.40831494331359863,0.40917590260505676
img0174,0.561822772026062,0.4853975772857666,0.4982488751411438,0.5426042675971985,0.3737415373325348,0.6334231495857239,0.21100415289402008,0.5518216490745544,0.44115176796913147,0.34314388036727905,0.6153854727745056,0.6425768733024597,0.624268114566803,0.48637592792510986,0.4859575927257538,0.41863545775413513,0.4918796122074127,0.5150865316390991,0.41863545775413513,0.37454211711883545
img0175,0.5690311193466187,0.49569857120513916,0.40925130248069763,0.6709256768226624,0.3324216604232788,0.6953641772270203,0.7374266982078552,0.6265935897827148,0.28333669900894165,0.3009890615940094,0.6663252711296082,0.7118217945098877,0.5530226826667786,0.5419178009033203,0.13368892669677734,0.4137592613697052,0.47697120904922485,0.5005400776863098,0.4137592613697052,0.374114453792572
img0176,0.6970285177230835,0.5190531015396118,0.3893999457359314,0.738227903842926,0.4661054015159607,0.7554833889007568,0.775600254535675,0.637047529220581,0.42091482877731323,0.11478893458843231,0.7371767163276672,0.7530733346939087,0.6387313008308411,0.5345097780227661,0.5604878664016724,0.5048669576644897,0.25755545496940613,0.6151490211486816,0.43514174222946167,0.42888501286506653
img0177,0.5690748691558838,0.49567705392837524,0.48384153842926025,0.5391731262207031,0.36599138379096985,0.6448850035667419,0.20725592970848083,0.6266430616378784,0.28347301483154297,0.30100253224372864,0.6663918495178223,0.7118854522705078,0.5531355738639832,0.541981041431427,0.13380955159664154,0.41376805305480957,0.4769654870033264,0.500552237033844,0.41376805305480957,0.3741256296634674
img0178,0.5309510827064514,0.47157493233680725,0.47995176911354065,0.5128606557846069,0.36132124066352844,0.6223788261413574,0.1895315796136856,0.5332620739936829,0.4045526683330536,0.31768086552619934,0.5462618470191956,0.6204896569252014,0.5759555101394653,0.6951377987861633,0.8789963126182556,0.6973403096199036,0.10841498523950577,0.43557876348495483,0.3741573095321655,0.4069947600364685
img0179,0.6218845248222351,0.5174663066864014,0.4570506811141968,0.4780971109867096,0.5864537358283997,0.7965664863586426,0.7237432599067688,0.2357175052165985,0.39234599471092224,0.4151068329811096,0.6801410913467407,0.6963885426521301,0.6303433179855347,0.4192188084125519,0.5340670347213745,0.4723737835884094,0.4995763301849365,0.4492703974246979,0.08820076286792755,0.5799604654312134
img0180,0.20470622181892395,0.43189501762390137,0.6477854251861572,0.3748922646045685,0.14467620849609375,0.5180051922798157,0.3191705048084259,0.5640532970428467,0.3550228178501129,0.4237494468688965,0.7027747631072998,0.6766150593757629,0.6445722579956055,0.15799224376678467,0.23050038516521454,0.13180257380008698,0.671953022480011,0.4349295496940613,0.1318029910326004,0.11440133303403854
img0181,0.1926853358745575,0.38999632000923157,0.6796266436576843,0.3470894694328308,0.11313364654779434,0.3142544627189636,0.3109222650527954,0.5884823203086853,0.4380466341972351,0.4849969446659088,0.7001897692680359,0.6931764483451843,0.6334497332572937,0.5001477003097534,0.09700576961040497,0.09870611876249313,0.6599393486976624,0.41050902009010315,0.09870611876249313,0.08757734298706055
img0182,0.20366112887859344,0.3673277199268341,0.44211164116859436,0.48541510105133057,0.43995746970176697,0.6737568378448486,0.30703169107437134,0.5710855722427368,0.39535045623779297,0.47333216667175293,0.6869600415229797,0.6910208463668823,0.6222274303436279,0.46851488947868347,0.5865870714187622,0.5344618558883667,0.45964229106903076,0.4771273136138916,0.5344618558883667,0.4126462936401367
img0183,0.14260199666023254,0.49683836102485657,0.6571714282035828,0.4725377857685089,0.1918133944272995,0.43942898511886597,0.5639094710350037,0.5074209570884705,0.2159252166748047,0.2190559208393097,0.41032809019088745,0.48406141996383667,0.3916420042514801,0.47488710284233093,0.5629201531410217,0.5019799470901489,0.4563034772872925,0.487802118062973,0.5019799470901489,0.3819778263568878
img0184,0.6037094593048096,0.4522281885147095,0.4942609965801239,0.5183877348899841,0.39671748876571655,0.6696974635124207,0.24568480253219604,0.5684506297111511,0.14203369617462158,0.18428775668144226,0.4579945504665375,0.5231236815452576,0.4155846834182739,0.4296160936355591,0.3215465843677521,0.18609276413917542,0.7554731965065002,0.46610307693481445,0.18609248101711273,0.3798213303089142
img0185,0.5811538696289062,0.4467371106147766,0.47797393798828125,0.4641443192958832,0.4483582079410553,0.6378738880157471,0.29139459133148193,0.536041796207428,0.39163339138031006,0.41947582364082336,0.6650599241256714,0.6437476277351379,0.651964545249939,0.41675570607185364,0.5304646492004395,0.4550500810146332,0.4986129701137543,0.4326721727848053,0.4550500810146332,0.4247649908065796
img0186,0.5751633048057556,0.4242548644542694,0.4610719084739685,0.46556755900382996,0.47244754433631897,0.6123130917549133,0.28758424520492554,0.495575487613678,0.40433672070503235,0.43200889229774475,0.6447017192840576,0.6062873601913452,0.6505017876625061,0.40378084778785706,0.5170263051986694,0.4570010006427765,0.49365168809890747,0.4308239221572876,0.4570010006427765,0.43709269165992737
img0187,0.5667601823806763,0.39118266105651855,0.5162432789802551,0.46363550424575806,0.36142992973327637,0.5964085459709167,0.19220095872879028,0.4667860269546509,0.3648248612880707,0.3327552080154419,0.6844618916511536,0.5835391283035278,0.6903027296066284,0.39151903986930847,0.483807235956192,0.38778480887413025,0.5394373536109924,0.4011983275413513,0.38778480887413025,0.44055184721946716
img0188,0.5651316046714783,0.40719330310821533,0.5579383373260498,0.48995688557624817,0.39653491973876953,0.6220917105674744,0.19436241686344147,0.4901139736175537,0.37885385751724243,0.33897677063941956,0.7026237845420837,0.5869684219360352,0.7191166281700134,0.39369603991508484,0.49893561005592346,0.4035244286060333,0.5792921185493469,0.4202793836593628,0.4035244286060333,0.45291897654533386
img0189,0.5385199189186096,0.35941702127456665,0.42472854256629944,0.7679308652877808,0.68621826171875,0.8704142570495605,0.6071919798851013,0.5904539823532104,0.5127205848693848,0.4454581141471863,0.8841801881790161,0.8650655150413513,0.7950471043586731,0.3615138828754425,0.439421147108078,0.37281718850135803,0.563620388507843,0.3906508684158325,0.37281718850135803,0.40981513261795044
img0190,0.5350772738456726,0.3655206859111786,0.5494127869606018,0.4775484502315521,0.338024377822876,0.5543681979179382,0.18806865811347961,0.48692378401756287,0.346490740776062,0.31257033348083496,0.8846322298049927,0.8453340530395508,0.7573115229606628,-0.07306094467639923,0.4360804855823517,0.3957793712615967,0.5620254874229431,0.40505796670913696,0.3957793712615967,0.398792564868927
img0191,0.5518510937690735,0.3204306662082672,0.4478663206100464,0.3325464129447937,0.4331448972225189,0.5827539563179016,0.36601558327674866,0.48108017444610596,0.2630174160003662,0.38770851492881775,0.3541271686553955,0.42275920510292053,0.3702397644519806,0.15882033109664917,0.5515208840370178,0.4898451268672943,0.48172828555107117,0.4311023950576782,0.4898451268672943,0.3612898588180542
img0192,0.5516975522041321,0.32014715671539307,0.4345058798789978,0.3329284191131592,0.39952945709228516,0.5749620795249939,0.7676177620887756,0.7415863275527954,0.3691818416118622,0.4143800735473633,0.7042937874794006,0.7765517234802246,0.6319480538368225,0.6456071734428406,0.5845547318458557,0.4312915503978729,0.7241364121437073,0.6894053220748901,0.08405572921037674,0.3693726360797882
img0193,0.5516975522041321,0.32014715671539307,0.4345058798789978,0.3329284191131592,0.39952945709228516,0.5749620795249939,0.3334027826786041,0.45624443888664246,0.25493329763412476,0.36256909370422363,0.8033754229545593,0.5170091986656189,0.6406145691871643,0.40047237277030945,0.5454009175300598,0.44800278544425964,0.46901899576187134,0.41238656640052795,0.44800278544425964,0.3693726360797882
img0194,0.5516975522041321,0.32014715671539307,0.4345058798789978,0.3329284191131592,0.39952945709228516,0.5749620795249939,0.3334027826786041,0.45624443888664246,0.25493329763412476,0.36256909370422363,0.8033754229545593,0.5170091986656189,0.6406145691871643,0.40047237277030945,0.5454009175300598,0.44800278544425964,0.46901899576187134,0.6894058585166931,0.4312915802001953,0.4331077039241791
img0195,0.5028171539306641,0.7348372936248779,0.5036457777023315,0.7274138927459717,0.44989627599716187,0.746869683265686,0.7676177620887756,0.741585910320282,0.36918172240257263,0.41437971591949463,0.8033754229545593,0.5170091986656189,0.6406145691871643,0.40047237277030945,0.5454009175300598,0.44800278544425964,0.46901899576187134,0.41238656640052795,0.44800278544425964,0.3693726360797882
img0196,0.1332310289144516,0.7573661208152771,0.26941314339637756,0.827165424823761,0.6441381573677063,0.8935838341712952,0.6748801469802856,0.031354524195194244,0.34997299313545227,0.31578731536865234,0.6747928857803345,0.5520060062408447,0.6224169135093689,0.35209792852401733,0.4179275929927826,0.40250954031944275,0.562788724899292,0.39843446016311646,0.40250954031944275,0.38245007395744324
img0197,0.534966230392456,0.38073381781578064,0.5500933527946472,0.4818100035190582,0.3267482817173004,0.5571867227554321,0.19615310430526733,0.49882593750953674,0.34997299313545227,0.31578731536865234,0.6747928857803345,0.5520060062408447,0.6224169135093689,0.35209792852401733,0.4179275929927826,0.40250954031944275,0.562788724899292,0.39843446016311646,0.40250954031944275,0.38245007395744324
img0198,0.5337911248207092,0.37977495789527893,0.5595608949661255,0.497840017080307,0.3917347192764282,0.5780166387557983,0.20838704705238342,0.46074074506759644,0.3916527330875397,0.3540726602077484,0.71378493309021,0.5513687133789062,0.7167146801948547,0.3833324611186981,0.4814223647117615,0.4090581238269806,0.6029001474380493,0.413793683052063,0.4090581238269806,0.4455028772354126
img0199,0.5337911248207092,0.37977495789527893,0.6467940807342529,0.5530250072479248,0.21234071254730225,0.5780166387557983,0.20838704705238342,0.46074074506759644,0.3916527330875397,0.3540726602077484,0.71378493309021,0.5513687133789062,0.7167146801948547,0.3833324611186981,0.4814223647117615,0.4090581238269806,0.6029001474380493,0.413793683052063,0.4090581238269806,0.4455028772354126
img0200,0.5650380849838257,0.41338351368904114,0.5043439269065857,0.47972536087036133,0.4452413320541382,0.14851114153862,0.7604109644889832,0.632341742515564,0.41737720370292664,0.45594337582588196,0.667453408241272,0.6119389533996582,0.6735077500343323,0.4429996609687805,0.588758111000061,0.4721515476703644,0.5360274314880371,0.6346127986907959,0.362059086561203,0.36368492245674133
img0201,0.6527184844017029,0.7611610889434814,0.28495681285858154,0.8404905200004578,0.599044144153595,0.8651816844940186,0.7086313962936401,0.029477357864379883,0.39394277334213257,0.35747766494750977,0.547432541847229,0.5733749270439148,0.6077767014503479,0.41068026423454285,0.4901849925518036,0.358694463968277,0.4759897291660309,0.401435911655426,0.358694463968277,0.40117013454437256
img0202,0.587104856967926,0.4309217631816864,0.4541064500808716,0.44980305433273315,0.3596109449863434,0.5870816111564636,0.1655690222978592,0.4548354148864746,0.38906580209732056,0.36288705468177795,0.5333639979362488,0.1426400989294052,0.7112165689468384,0.6414861679077148,0.8010462522506714,0.5505076050758362,0.5768187046051025,0.6559069156646729,0.5505059361457825,0.5684165358543396
img0203,0.6217068433761597,0.8088133335113525,0.48874279856681824,0.7926945686340332,0.468575119972229,0.6100658774375916,0.28272050619125366,0.5158267021179199,0.41134771704673767,0.47124725580215454,0.6891672611236572,0.6093670725822449,0.7151840925216675,0.4528925120830536,0.13270792365074158,0.4875643849372864,0.7223750948905945,0.7683715224266052,0.4835459887981415,0.4354298710823059
img0204,0.5596252083778381,0.40170609951019287,0.5773329734802246,0.49230334162712097,0.4449024796485901,0.6115709543228149,0.2417408674955368,0.4920666813850403,0.38916149735450745,0.41538098454475403,0.7479442358016968,0.5725190043449402,0.7615687847137451,0.39871862530708313,0.5299227833747864,0.08142445981502533,0.6686031222343445,0.6831197142601013,0.5092357993125916,0.4908319115638733
img0205,0.5206061601638794,0.3630807101726532,0.5364570617675781,0.46693751215934753,0.3067794144153595,0.5237809419631958,0.16065143048763275,0.44162169098854065,0.356303334236145,0.3018443286418915,0.6712117791175842,0.5243334770202637,0.6406294107437134,0.35102567076683044,0.4109867513179779,0.3737480938434601,0.5583145618438721,0.37675172090530396,0.3737480938434601,0.4140051007270813
img0206,0.5009229183197021,0.3467710614204407,0.5456010699272156,0.3921721279621124,0.30687132477760315,0.8879102468490601,0.6638386845588684,0.707422137260437,0.5721189379692078,0.5339407324790955,0.8862566947937012,0.8991718292236328,0.8437363505363464,0.7279505133628845,0.8462488651275635,0.6712087988853455,0.5392139554023743,0.3401016592979431,0.362243115901947,0.39591801166534424
img0207,0.5755863785743713,0.40904733538627625,0.5672686696052551,0.5060184597969055,0.4418010115623474,0.5833831429481506,0.2504780888557434,0.1988101750612259,0.42783182859420776,0.4809604287147522,0.7251626253128052,0.5801100134849548,0.7499285340309143,0.3891153931617737,0.49926283955574036,0.4488977789878845,0.6180917620658875,0.4200798273086548,0.4488977789878845,0.5071804523468018
img0208,0.5173045992851257,0.3785379230976105,0.6013303399085999,0.4916980266571045,0.3975328207015991,0.5695125460624695,0.21290631592273712,0.5770362019538879,0.3239540159702301,0.2964181900024414,0.64574134349823,0.6885160803794861,0.5292028188705444,0.515309751033783,0.5095890760421753,0.30532106757164,0.744946300983429,0.5702790021896362,-0.010878571309149265,0.46793296933174133
img0209,0.5359581112861633,0.3893403708934784,0.5998722314834595,0.4982501268386841,0.45134463906288147,0.6053363680839539,0.2778237760066986,0.5096359252929688,0.6149783730506897,0.6478411555290222,0.749085545539856,0.21650177240371704,0.7809369564056396,0.37670251727104187,0.5021929740905762,0.45820483565330505,0.6545224189758301,0.4233349561691284,0.45820483565330505,0.4970276355743408
img0210,0.5420986413955688,0.4203665554523468,0.5549589395523071,0.4645668864250183,0.42433521151542664,0.6168236136436462,0.305396169424057,0.5280274152755737,0.38158074021339417,0.4662778079509735,0.6850373148918152,0.596496045589447,0.745411217212677,0.4286348223686218,0.6107476353645325,0.4945691227912903,0.5809957385063171,0.44633564352989197,0.4945691227912903,0.5087648034095764
img0211,0.5944955945014954,0.790601372718811,0.5107691287994385,0.7605943083763123,0.5006574988365173,0.7631532549858093,0.7426581978797913,0.5231074094772339,0.39896923303604126,0.5049347281455994,0.714507520198822,0.6057661175727844,0.7441414594650269,0.45558807253837585,0.6520368456840515,0.525100588798523,0.24221085011959076,0.7216185331344604,0.4671432375907898,0.4767536222934723
img0212,0.6843451261520386,0.8516367673873901,0.47191908955574036,0.5021839141845703,0.4406985640525818,0.635452389717102,0.33039990067481995,0.5512868762016296,0.43036705255508423,0.4863433241844177,0.6995986104011536,0.6189568042755127,0.7924749851226807,0.4583498239517212,0.6431100964546204,0.5109728574752808,0.5964435338973999,0.4747178852558136,0.5109728574752808,0.49607130885124207
img0213,0.5415492057800293,0.44070854783058167,0.1460600197315216,0.6206558346748352,0.906304121017456,0.5449815988540649,0.42156553268432617,0.6295139789581299,0.057235248386859894,0.4867982268333435,0.7581124305725098,0.5744118094444275,0.8552694916725159,0.4201085567474365,0.5113956332206726,0.47064852714538574,0.6168735027313232,0.4742530882358551,0.47064852714538574,0.8706451654434204
img0214,0.6839691996574402,0.8515089154243469,0.26277756690979004,0.502289891242981,0.4406745135784149,0.6355368494987488,0.3303275406360626,0.5514016151428223,0.43042388558387756,0.4863148033618927,0.6995058655738831,0.33680459856987,0.8275123834609985,0.7345683574676514,0.1431179642677307,0.510966420173645,0.5964826345443726,0.47477486729621887,0.510966420173645,0.4960514008998871
img0215,0.5686310529708862,0.43744462728500366,0.5258939862251282,0.47962290048599243,0.45494896173477173,0.6001521944999695,0.34350770711898804,0.5181303024291992,0.41979408264160156,0.5047561526298523,0.6905567646026611,0.5928595662117004,0.7876918315887451,0.44063103199005127,0.6079807877540588,0.5303800702095032,0.5580139756202698,0.4670844078063965,0.5303800702095032,0.4864914119243622
img0216,0.5803636312484741,0.47737979888916016,0.5566170811653137,0.5186092853546143,0.43931907415390015,0.6334471106529236,0.3106919825077057,0.5576944947242737,0.44117027521133423,0.4836912751197815,0.6920760273933411,0.6264598965644836,0.7974645495414734,0.48336586356163025,0.6087232232093811,0.5170442461967468,0.5837395191192627,0.5068061351776123,0.5170442461967468,0.0638362392783165
img0217,0.82679283618927,0.7435796856880188,0.12482598423957825,0.6592856645584106,0.9307010769844055,0.609879732131958,0.42102187871932983,0.6520083546638489,0.7603542804718018,0.782767117023468,0.603369951248169,0.646551787853241,0.8681267499923706,0.6950860619544983,0.7410569787025452,0.8987242579460144,0.16283082962036133,0.44407498836517334,0.45332038402557373,0.5206039547920227
img0218,0.5255310535430908,0.4379071295261383,0.5313253998756409,0.454697847366333,0.38975510001182556,0.5877413153648376,0.5482261180877686,0.7725128531455994,0.7643769383430481,0.7571243643760681,0.6316754817962646,0.710374653339386,0.9070348739624023,0.3819679915904999,0.5164011120796204,0.42704686522483826,0.597870409488678,0.4068467915058136,0.42704686522483826,0.5321458578109741
img0219,0.561267614364624,0.4600198566913605,0.5464750528335571,0.562589168548584,0.4588818848133087,0.6278010010719299,0.3045825958251953,0.5393753051757812,0.47538939118385315,0.5049511194229126,0.7189453840255737,0.662519097328186,0.8834834694862366,0.730201244354248,0.15537379682064056,0.4835074245929718,0.623400092124939,0.4756039083003998,0.4835074245929718,0.5427134037017822
img0220,0.5625293254852295,0.4208219051361084,0.5320716500282288,0.4816969931125641,0.40824630856513977,0.594740629196167,0.24968954920768738,0.47827428579330444,0.38926875591278076,0.10501641035079956,0.8306692838668823,0.8373436331748962,0.9203425049781799,0.7318958640098572,0.8713372945785522,0.7910111546516418,0.42392492294311523,0.7009652256965637,0.7910111546516418,0.8321467041969299
img0221,0.8461610078811646,0.7413116097450256,0.16183382272720337,0.7423588037490845,0.9227412939071655,0.7067761421203613,0.023691801354289055,0.5012691020965576,0.39410334825515747,0.46715229749679565,0.7422285079956055,0.5434656143188477,0.898472249507904,0.4050840437412262,0.5561129450798035,0.4626403748989105,0.657433271408081,0.45373043417930603,0.4626403748989105,0.5212330222129822
img0222,0.5580058693885803,0.4015893042087555,0.4566558301448822,0.4938450753688812,0.4280199110507965,0.5470680594444275,0.3143620193004608,0.4583739638328552,0.4328944981098175,0.5004875063896179,0.7081299424171448,0.4788219928741455,0.9023624658584595,0.4186673164367676,0.48446083068847656,0.46790996193885803,0.5315684676170349,0.48144030570983887,0.46790996193885803,0.5755540132522583
img0223,0.5336698889732361,0.38259339332580566,0.3986404240131378,0.7976741790771484,0.5933922529220581,0.7852810621261597,0.37525689601898193,0.4771190583705902,0.41473662853240967,0.551791250705719,0.695931077003479,0.45369553565979004,0.858032763004303,0.407661110162735,0.5101431608200073,0.09111907333135605,0.6234076619148254,0.7159966826438904,0.5429373979568481,0.5690632462501526
